"Spectra_Name","Location","Instrument","Species_Code","Genus","Species","Canopy_position","PLSR_LeafAge_days","Measurement_Date","Red","Blue","Far_Red"
"BNL12170","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis",NA,"102.108197325299","20170222",0.906057097928895,0.955586242631906,0.23093842838828
"BNL12171","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum",NA,"39.4013735501039","20170222",0.685659556024174,0.922095783980341,0.0935749341058279
"BNL12172","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis",NA,"92.8241041106233","20170222",0.85444946156001,0.949630979474225,0.187416152867073
"BNL12173","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum","sunlit","216.834888584663","20170222",0.950091034986712,0.95912395347103,0.259120587341492
"BNL12174","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum",NA,"59.3255200360297","20170222",0.787363452846977,0.94826413583632,0.132090815106383
"BNL12175","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea",NA,"218.277403224096","20170222",NA,NA,NA
"BNL12177","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea",NA,"159.139700506801","20170222",0.944560832350314,0.959060286026416,0.260173267977734
"BNL12178","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia",NA,"136.952713148499","20170222",0.942482479012117,0.958953317805107,0.262431640346711
"BNL12179","PA-SLZ","HR-2014i","VIROSP","Virola","multiflora",NA,"188.337287294238","20170222",0.955781170147015,0.959266523862455,0.376567807548413
"BNL12180","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea",NA,"36.3625380595054","20170222",0.868424667723635,0.953716198098126,0.153637560151754
"BNL12181","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum","sunlit","137.921254996758","20170222",0.931297020573515,0.958742834812608,0.213398095873656
"BNL12182","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia",NA,"105.170505772066","20170222",0.927517198939999,0.958410946714799,0.217817709391948
"BNL12183","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia",NA,"55.0103702121085","20170222",0.827459664374115,0.947544879246259,0.189977581997144
"BNL12184","PA-SLZ","HR-2014i","GUATDU","Guatteria","dumetorum",NA,"82.4972938715044","20170222",0.904936619474111,0.95721491974797,0.190895943507226
"BNL12185","PA-SLZ","HR-2014i","MICOBO","Miconia","borealis",NA,"94.1603163850991","20170222",0.893082528565452,0.954434064762106,0.224128713392572
"BNL12186","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea",NA,"145.834331421581","20170222",0.949326303914276,0.959210717113457,0.28678500451459
"BNL12187","PA-SLZ","HR-2014i","TERMAM","Terminalia","amazonia",NA,"143.155409128618","20170222",0.945697402726719,0.959021303426708,0.275687477000256
"BNL12188","PA-SLZ","HR-2014i","VOCHFE","Vochysia","ferruginea",NA,"211.026642681389","20170222",0.96031149385425,0.959376158507017,0.398453791790531
