Sample_ID,Date,Location,Species_Code,Latin_genus,Latin_species,Genus_species,Gasex_typeOrSequence,TleafDegC_canopy,TleafDegCpreSpec,TleafDegCpostSpec,Photo_num,Canopy_position,General_Comments
BNL11102,3/14/16,PA-PNM,CORDAL,Cordia,alliodora,Cordia alliodora ,Diurnal 2,28.4,33.8,36.6,IMG_0678,sunlit,
BNL11072,3/14/16,PA-PNM,CORDAL,Cordia,alliodora,Cordia alliodora ,Diurnal 3,31.9,33.8,34.4,IMG_0679,sunlit,
BNL11079,3/14/16,PA-PNM,CORDAL,Cordia,alliodora,Cordia alliodora ,Diurnal 3,34.4,33,33.2,IMG_0684,sunlit,
BNL11357,3/14/16,PA-PNM,CORDAL,Cordia,alliodora,Cordia alliodora ,Diurnal 4,34.8,31.8,32.7,IMG_0698,sunlit,
BNL11361,3/14/16,PA-PNM,CORDAL,Cordia,alliodora,Cordia alliodora ,Diurnal 4,33.5,31.3,32.3,IMG_0710,sunlit,
BNL11202,3/14/16,PA-PNM,CORDAL,Cordia,alliodora,Cordia alliodora ,Diurnal 5,39.5,28.4,29.6,IMG_0724,sunlit,
BNL11203,3/14/16,PA-PNM,CORDAL,Cordia,alliodora,Cordia alliodora ,Diurnal 5,37.7,28.8,30.7,IMG_0712,sunlit,
BNL11488,3/14/16,PA-PNM,CORDAL,Cordia,alliodora,Cordia alliodora ,Diurnal 6,30.7,23.9,26.4,IMG_0737,sunlit,
BNL11207,3/14/16,PA-PNM,CORDAL,Cordia,alliodora,Cordia alliodora ,Diurnal 6,31.5,24.9,28,IMG_0801,sunlit,
BNL11264,3/14/16,PA-PNM,CORDAL,Cordia,alliodora,Cordia alliodora ,Pre-dawn LWP,22.6,23.1,24.4,IMG_0622,sunlit,
BNL11322,3/14/16,PA-PNM,CORDAL,Cordia,alliodora,Cordia alliodora ,Pre-dawn LWP,22.6,24.3,25.6,IMG_0627,sunlit,
BNL11387,3/14/16,PA-PNM,CORDAL,Cordia,alliodora,Cordia alliodora ,Pre-dawn LWP,22.9,23.6,26.1,IMG_0623,sunlit,
BNL11305,3/15/16,PA-PNM,CORDAL,Cordia,alliodora,Cordia alliodora ,ACi,NA,33.3,34.1,IMG_0844,sunlit,
BNL11381,3/15/16,PA-PNM,CORDAL,Cordia,alliodora,Cordia alliodora ,ACi,NA,33.4,34.7,IMG_0845,sunlit,molycote on sample
BNL11920,4/25/16,PA-PNM,CORDAL,Cordia,alliodora,Cordia alliodora ,Diurnal 1,25.3,25.8,27.4,07.58.42,sunlit,
BNL11919,4/25/16,PA-PNM,CORDAL,Cordia,alliodora,Cordia alliodora ,Diurnal 1,25.6,27,27.9,,sunlit,
BNL11931,4/25/16,PA-PNM,CORDAL,Cordia,alliodora,Cordia alliodora ,Diurnal 2,26.3,29.9,30.3,09.52.51,sunlit,
BNL11932,4/25/16,PA-PNM,CORDAL,Cordia,alliodora,Cordia alliodora ,Diurnal 2,26.2,29,30.5,,sunlit,
BNL11964,4/25/16,PA-PNM,CORDAL,Cordia,alliodora,Cordia alliodora ,Diurnal 3,27.6,30,29.3,110028,sunlit,
BNL11965,4/25/16,PA-PNM,CORDAL,Cordia,alliodora,Cordia alliodora ,Diurnal 3,28.8,29,31.3,111239,sunlit,
BNL11905,4/25/16,PA-PNM,CORDAL,Cordia,alliodora,Cordia alliodora ,Pre-dawn LWP,25.7,25.8,26.8,-9999,sunlit,
BNL11906,4/25/16,PA-PNM,CORDAL,Cordia,alliodora,Cordia alliodora ,Pre-dawn LWP,25.7,25.6,26.3,07.26.48,sunlit,
BNL11980,4/26/16,PA-PNM,CORDAL,Cordia,alliodora,Cordia alliodora ,Diurnal 5,30,,,,sunlit,
BNL11981,4/26/16,PA-PNM,CORDAL,Cordia,alliodora,Cordia alliodora ,Diurnal 5,30.3,,,,sunlit,
BNL11992,4/26/16,PA-PNM,CORDAL,Cordia,alliodora,Cordia alliodora ,Diurnal 6,26.9,,,,sunlit,
BNL11993,4/26/16,PA-PNM,CORDAL,Cordia,alliodora,Cordia alliodora ,Diurnal 6,26.8,,,,sunlit,
BNL11557,4/26/16,PA-PNM,CORDAL,Cordia,alliodora,Cordia alliodora ,Diurnal 7,28.6,,,,sunlit,
BNL11558,4/26/16,PA-PNM,CORDAL,Cordia,alliodora,Cordia alliodora ,Diurnal 7,26.2,,,,sunlit,
BNL11832,4/26/16,PA-PNM,CUPACI,Cupania,cinerea,Cupania cinerea ,ACi,,32.8,34,12.30.36; 12.30.39,understory,
BNL10442,2/13/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,ACi,,31.3,,Nikon; 632,sunlit,
BNL10664,2/13/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,ACi,,30.3,32.2,Nikon; 669,sunlit,
BNL10409,2/13/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,Diurnal 1,27.2,30.1,30.6,Nikon; 621,sunlit,leaf temperatures before and after spectra reading may be missing or inaccurate
BNL10412,2/13/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,Diurnal 1,25.7,32.3,33.1,Nikon; 644,sunlit,leaf temperatures before and after spectra reading may be missing or inaccurate
BNL10408,2/13/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,Diurnal 1,26.3,32.1,32.7,Nikon; 640,sunlit,leaf temperatures before and after spectra reading may be missing or inaccurate
BNL10611,2/13/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,Diurnal 2,34.5,,,Nikon; 654,sunlit,leaf temperatures before and after spectra reading may be missing or inaccurate
BNL10615,2/13/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,Diurnal 2,35.2,,,Nikon; 653,sunlit,leaf temperatures before and after spectra reading may be missing or inaccurate
BNL10670,2/13/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,Diurnal 3,33,,,Nikon; 681,sunlit,leaf temperatures before and after spectra reading may be missing or inaccurate
BNL10676,2/13/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,Diurnal 3,31.2,,,Nikon; 689,sunlit,leaf temperatures before and after spectra reading may be missing or inaccurate
BNL10603,2/13/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,Diurnal 4,31.5,,,Nikon; 702,sunlit,leaf temperatures before and after spectra reading may be missing or inaccurate
BNL10602,2/13/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,Diurnal 4,30.6,,,Nikon; 711,sunlit,leaf temperatures before and after spectra reading may be missing or inaccurate
BNL10436,2/13/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,Pre-dawn LWP,23.3,,23.8,,sunlit,
BNL10437,2/13/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,Pre-dawn LWP,23.4,,24,,sunlit,
BNL10438,2/13/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,Pre-dawn LWP,23.9,,24.3,,sunlit,
BNL10550,2/14/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,ACi,,31.3,31.6,"Nikon, 895",sunlit,
BNL10558,2/14/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,ACi,,31.3,31.4,"Nikon, 894",sunlit,
BNL11449,3/14/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,ACi,NA,32.8,33.7,IMG_0657,sunlit,
BNL11140,3/14/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,Diurnal 1,23.5,32,none,IMG_0649,sunlit,no post-spec temp recorded
BNL11094,3/14/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,Diurnal 1,23.4,30.9,33.2,IMG_0651,sunlit,
BNL11064,3/14/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,Diurnal 2,31.4,32.6,35.6,IMG_0668,sunlit,
BNL11119,3/14/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,Diurnal 2,31.1,34.2,39.3,IMG_0662,sunlit,
BNL11081,3/14/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,Diurnal 3,33.6,32.5,33.5,IMG_0688,sunlit,thermocouple K -> T
BNL11082,3/14/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,Diurnal 3,36.3,33.1,34.3,IMG_0687,sunlit,
BNL11353,3/14/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,Diurnal 4,36.1,32.3,33,IMG_0711,sunlit,
BNL11374,3/14/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,Diurnal 4,35.8,31.2,33,IMG_0700,sunlit,
BNL11373,3/14/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,Diurnal 4,37.2,32.1,33.1,IMG_0705,sunlit,
BNL11117,3/14/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,Diurnal 5,42.7,27,31,IMG_0728,sunlit,
BNL11416,3/14/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,Diurnal 5,38.1,27.3,30.3,IMG_0717,sunlit,
BNL11479,3/14/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,Diurnal 6,30.8,24.1,25.9,IMG_0776,sunlit,
BNL11307,3/14/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,Diurnal 6,30.8,25.8,28.4,none,sunlit,"no photo taken; T=30.8, CO2S=401"
BNL11212,3/14/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,Pre-dawn LWP,22,22.2,24.1,IMG_0619,sunlit,
BNL11213,3/14/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,Pre-dawn LWP,22.3,22.8,24.9,IMG_0615,sunlit,
BNL11396,3/14/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,Pre-dawn LWP,21.9,22.5,23.6,IMG_0614,sunlit,
BNL11503,3/15/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,ACi,NA,31.3,32.8,IMG_0851,sunlit,
BNL11504,3/15/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,ACi,NA,33.1,33.8,IMG_0848,sunlit,sanded spec ref
BNL11505,3/15/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,ACi,NA,32,33.4,IMG_0852,sunlit,
BNL11507,3/15/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,ACi,NA,31,32.7,IMG_0849,sunlit,
BNL11650,4/25/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,ACi,,27.3,28.7,?Shawn's phone,sunlit,
BNL11652,4/25/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,ACi,,29.1,30.3,09.41.38,sunlit,
BNL11656,4/25/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,ACi,,29.4,30.1,?Jin's phone,sunlit,
BNL11921,4/25/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,Diurnal 1,25.6,29,30.4,08.20.39,sunlit,
BNL11922,4/25/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,Diurnal 1,25.6,28.2,30.5,08.25.57,sunlit,
BNL11935,4/25/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,Diurnal 2,26.9,26.9,29.3,09.10.42,sunlit,
BNL11955,4/25/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,Diurnal 2,26.6,29.7,31,,sunlit,
BNL11968,4/25/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,Diurnal 3,28.3,28.6,35.9,IMG_1960,sunlit,
BNL11969,4/25/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,Diurnal 3,28.2,29.5,31.4,IMG_1959,sunlit,
BNL11909,4/25/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,Pre-dawn LWP,26.3,25.5,29,06.56.27,sunlit,
BNL11910,4/25/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,Pre-dawn LWP,26.3,25.8,26.6,07.01.57,sunlit,
BNL11984,4/26/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,Diurnal 5,29.8,,,,sunlit,
BNL11985,4/26/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,Diurnal 5,29.9,,,,sunlit,
BNL11996,4/26/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,Diurnal 6,28.3,,,,sunlit,
BNL11997,4/26/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,Diurnal 6,26.8,,,,sunlit,
BNL11561,4/26/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,Diurnal 7,27.4,,,,sunlit,
BNL11562,4/26/16,PA-PNM,FICUIN,Ficus,insipida,Ficus insipida ,Diurnal 7,27,,,,sunlit,
BNL10640,2/16/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,ACi,,28.2,29.3,Nikon; 976,sunlit,
BNL10690,2/16/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,ACi,,27.9,29.2,Nikon; 980,sunlit,
BNL10727,2/16/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,ACi,,27,27.9,Nikon; 986,sunlit,
BNL10750,2/16/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,ACi,,27.7,28.8,Nikon; 984,sunlit,
BNL10428,2/16/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Pre-dawn LWP,25.2,24.8,25.5,1605,sunlit,
BNL10461,2/16/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Pre-dawn LWP,24.5,24.8,25.3,1602,sunlit,
BNL10573,2/16/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Pre-dawn LWP,24.5,24.7,25.2,"1603, 1604",sunlit,
BNL10547,2/17/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Diurnal 1,26.5,28,28.3,DSCN1724,sunlit,
BNL10546,2/17/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Diurnal 1,26.4,27.2,27.7,DSCN1718,sunlit,
BNL10563,2/17/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Diurnal 2,27.7,28.9,30.6,DSCN1734,sunlit,
BNL10651,2/17/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Diurnal 2,27.9,27.2,28.3,DSCN1741,sunlit,
BNL10748,2/17/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Diurnal 3,27.7,29.2,32.2,DSCN1766,sunlit,
BNL10751,2/17/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Diurnal 3,29.6,30.1,31.9,DSCN1767,sunlit,
BNL10779,2/17/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Diurnal 4,29,29.4,30.8,DSCN1770,sunlit,
BNL10801,2/17/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Diurnal 4,29.9,29.2,31.4,DSCN1772,sunlit,
BNL10815,2/17/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Diurnal 5,28,27.3,29.2,"P1130015, P1130016",sunlit,
BNL10823,2/17/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Diurnal 5,27.8,27.8,30.5,P1130017,sunlit,
BNL10817,2/17/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Diurnal 6,26.3,26.9,29.2,Nikon 1086,sunlit,
BNL10831,2/17/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Diurnal 6,26.7,27.1,28.1,"Nikon 1078, 1079",sunlit,
BNL11032,3/10/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,ACi,NA,30.2,none,IMG_0404,sunlit,no post-spec temp recorded
BNL10979,3/10/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Diurnal 1,27.7,28.4,30.7,IMG_0341,sunlit,
BNL10985,3/10/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Diurnal 1,28.7,30.7,33.2,IMG_0343,sunlit,
BNL10910,3/10/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Diurnal 2,33.6,31.2,35.5,IMG_0366,sunlit,
BNL10915,3/10/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Diurnal 2,33.3,31.2,32.5,IMG_0374,sunlit,
BNL10926,3/10/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Diurnal 3,30.7,31.6,31.9,IMG_0383,sunlit,
BNL10924,3/10/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Diurnal 3,29.2,30.8,33.1,IMG_0389,sunlit,
BNL10943,3/10/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Diurnal 4,30.7,29.7,33,IMG_0398,sunlit,
BNL10990,3/10/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Diurnal 4,29.2,29.9,32.3,IMG_0405,sunlit,
BNL10952,3/10/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Diurnal 5,27.1,27.7,28.9,IMG_0425,sunlit,
BNL10953,3/10/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Diurnal 5,27.2,27.8,28.7,IMG_0423,sunlit,
BNL10896,3/10/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Diurnal 6,26.2,26.8,28,IMG_0437,sunlit,
BNL10898,3/10/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Diurnal 6,26.1,27,27.8,IMG_0438,sunlit,
BNL11033,3/10/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Pre-dawn LWP,25.4,26.8,29.7,IMG_0323,sunlit,
BNL11036,3/10/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Pre-dawn LWP,25.2,29,29.6,IMG_0340,sunlit,discard spec scan 002
BNL11040,3/10/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Pre-dawn LWP,25.4,26.8,32.6,IMG_0324,sunlit,
BNL11108,3/11/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,ACi,NA,29.5,29.9,IMG_0491,sunlit,
BNL11145,3/11/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,ACi,NA,27.9,33.1,IMG_0460,sunlit,
BNL11602,4/21/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,ACi,,28.6,31.7,KE_P1130128,sunlit,
BNL11758,4/21/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,ACi,,30.9,32.2,KE_P1130111,sunlit,
BNL11705,4/21/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Diurnal 1,27.4,29.3,32.4,IMG_1881,sunlit,
BNL11706,4/21/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Diurnal 1,27.4,29.3,31.9,IMG_1885,sunlit,
BNL11739,4/21/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Diurnal 2,29.5,30.7,32.6,IMG_1897,sunlit,
BNL11740,4/21/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Diurnal 2,28.3,31,32.2,IMG_1898,sunlit,
BNL11809,4/21/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Diurnal 3,28.7,30.9,32.4,KE_P1130109,sunlit,
BNL11810,4/21/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Diurnal 3,29.4,29.9,31.4,KE_P1130099,sunlit,
BNL11731,4/21/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Diurnal 4,28.6,28.2,30.8,KE_P1130132,sunlit,
BNL11732,4/21/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Diurnal 4,29.6,28.5,32.2,KE_P1130120,sunlit,
BNL11797,4/21/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Diurnal 5,29.6,28.5,29.3,KE_P1130135,sunlit,
BNL11796,4/21/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Diurnal 5,28.6,27.8,30.3,KE_P1130141,sunlit,
BNL11547,4/21/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Diurnal 6,28,27.9,30.2,KE_P1130162,sunlit,
BNL11548,4/21/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Diurnal 6,29,27.7,29.9,KE_P1130166,sunlit,
BNL11615,4/21/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Diurnal 7,27,26.4,28.7,KE_P1130181,sunlit,
BNL11616,4/21/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Diurnal 7,27.7,27.6,29.2,KE_P1130175,sunlit,
BNL11634,4/21/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Diurnal 8,27.6,27.6,28.2,KE_P1130186,sunlit,
BNL11633,4/21/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Diurnal 8,27.7,26.5,28.1,KE_P1130194,sunlit,
BNL11519,4/21/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Pre-dawn LWP,25.3,27,30.5,07.16.02,sunlit,
BNL11537,4/21/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,Pre-dawn LWP,25.6,26.9,29.2,07.09.40,sunlit,
BNL11641,4/22/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,ACi,,29.3,30.3,12.42.59,sunlit,
BNL11645,4/22/16,PA-SLZ,GUATDU,Guatteria,dumetorum,Guatteria dumetorum ,ACi,,29,29.7,13.55.37,sunlit,
BNL10660,2/13/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,ACi,,31.1,32.1,Nikon; 668,sunlit,
BNL10663,2/13/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,ACi,,31.4,31.9,Nikon; 667,sunlit,
BNL10665,2/13/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,ACi,,30.6,31.1,Nikon; 666,sunlit,
BNL10423,2/13/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,Diurnal 1,23.9,29.9,30.7,,sunlit,leaf temperatures before and after spectra reading may be missing or inaccurate
BNL10424,2/13/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,Diurnal 1,23.9,32.4,32.7,Nikon; 627,sunlit,leaf temperatures before and after spectra reading may be missing or inaccurate
BNL10416,2/13/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,Diurnal 1,23.7,32.3,32.5,Nikon; 625,sunlit,leaf temperatures before and after spectra reading may be missing or inaccurate
BNL10415,2/13/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,Diurnal 2,31.5,,,Nikon; 655,sunlit,leaf temperatures before and after spectra reading may be missing or inaccurate
BNL10623,2/13/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,Diurnal 2,32.6,32.8,,Nikon; 648,sunlit,leaf temperatures before and after spectra reading may be missing or inaccurate
BNL10681,2/13/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,Diurnal 3,33.9,,,Nikon; 676,sunlit,leaf temperatures before and after spectra reading may be missing or inaccurate
BNL10683,2/13/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,Diurnal 3,34.2,,,Nikon; 691,sunlit,leaf temperatures before and after spectra reading may be missing or inaccurate
BNL10614,2/13/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,Diurnal 4,30.6,,,Nikon; 701,sunlit,leaf temperatures before and after spectra reading may be missing or inaccurate
BNL10612,2/13/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,Diurnal 4,30.1,,,Nikon; 707,sunlit,leaf temperatures before and after spectra reading may be missing or inaccurate
BNL10439,2/13/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,Pre-dawn LWP,23.3,,24.5,,sunlit,
BNL10440,2/13/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,Pre-dawn LWP,25.5,,24.5,,sunlit,
BNL10441,2/13/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,Pre-dawn LWP,25.4,,24.3,,sunlit,
BNL10560,2/14/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,ACi,,31.4,32.4,"Nikon, 896",sunlit,
BNL10562,2/14/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,ACi,,31.5,31.9,"Nikon, 897",sunlit,
BNL11232,3/14/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,Diurnal 1,21.8,32.3,36,IMG_0653,sunlit,
BNL11104,3/14/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,Diurnal 1,22.4,32,34,IMG_0655,sunlit,
BNL11100,3/14/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,Diurnal 2,26.4,34.7,36.8,IMG_0675,sunlit,
BNL11135,3/14/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,Diurnal 2,29.3,33.4,35.8,IMG_0661,sunlit,
BNL11070,3/14/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,Diurnal 3,32.8,31.2,33.4,IMG_0690,sunlit,
BNL11193,3/14/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,Diurnal 3,31.2,32.7,35.4,IMG_0694,sunlit,
BNL11303,3/14/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,Diurnal 4,34,29.7,32.9,IMG_0699,sunlit,
BNL11368,3/14/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,Diurnal 4,32.9,32.1,32.8,IMG_0707,sunlit,
BNL11426,3/14/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,Diurnal 5,38.1,28.9,30.5,IMG_0714,sunlit,
BNL11427,3/14/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,Diurnal 5,37.1,26.3,29.6,IMG_0725,sunlit,
BNL11483,3/14/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,Diurnal 6,32.5,25.5,27.7,IMG_0744,sunlit,
BNL11487,3/14/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,Diurnal 6,32.6,none,none,IMG_0733,sunlit,"no spec temp recorded; Gs & A decreasing, logged w/ 1/3"
BNL11214,3/14/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,Pre-dawn LWP,22.3,23.8,25.1,IMG_0628,sunlit,
BNL11263,3/14/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,Pre-dawn LWP,23.8,24.2,25.4,IMG_0630,sunlit,
BNL11326,3/14/16,PA-PNM,LUEHSE,Luehea,seemannii,Luehea seemannii ,Pre-dawn LWP,22.4,24.5,25.3,IMG_0629,sunlit,
