"Site","Sample_ID","Sample_Date","Species_Code","Genus","Species","Canopy_position","Light_Exposure","Sample_Type","Latitude","Longitude","Cmass_mg_g","Nmass_mg_g","CNratio","Carea_g_m2","Narea_g_m2","LMA_gDW_m2"
"CAM II","BNL12862T",20170305,"CHR-PAU","Chrysophyllum","pauciflorum","Mid","Part_Sun","Chem",18.449981,-66.600623,NA,NA,NA,NA,NA,81.66
"FLMM","BNL12801",20170303,"BAS-EGG","Bastardiopsis","eggersii","Upper","Sunlit","Chem",18.387864,-66.028765,442.1,39,11.34,19.14,1.69,43.28
"CAM II","BNL12863T",20170305,"LIC-PAR","Licaria","parvifolia (Lam.) Kosterm.","Upper","Sunlit","Chem",18.449981,-66.600623,489.6,21,23.31,52.18,2.24,106.58
"FLMM","BNL12802",20170303,"COR-OBO","Cornutia","obovata","Lower","Shaded","Chem",18.387864,-66.028765,450.9,25.9,17.41,24.62,1.41,54.6
"CAM II","BNL12866T",20170305,"GYM-LUC","Gymnanthes","lucida Sw.","Mid","Part_Sun","Chem",18.449981,-66.600623,473.7,26.6,17.81,37.45,2.1,79.05
"FLMM","BNL12803",20170303,"COR-OBO","Cornutia","obovata","Lower","Shaded","Chem",18.387864,-66.028765,451.9,22,20.54,44.96,2.19,99.48
"FLMM","BNL12868T",20170305,"BOU-SUC","Bourreria","succculenta","Lower","Shaded","Chem",18.387864,-66.028765,NA,NA,NA,NA,NA,59.23
"FLMM","BNL12804",20170303,"PHL-COW","Phlebotaenia","(Polygala) cowellii","Lower","Shaded","Chem",18.387864,-66.028765,504.9,29.4,17.17,25.29,1.47,50.08
"FLMM","BNL12870T",20170305,"BOU-SUC","Bourreria","succculenta","Upper","Sunlit","Chem",18.387864,-66.028765,NA,NA,NA,NA,NA,93.44
"FLMM","BNL12805",20170303,"HYM-COU","Hymenaea","courbaril","Lower","Shaded","Chem",18.387864,-66.028765,494,32.9,15.02,25.04,1.67,50.69
"FLMM","BNL12871T",20170305,"BOU-SUC","Bourreria","succculenta","Upper","Sunlit","Chem",18.387864,-66.028765,NA,NA,NA,NA,NA,103.7
"FLMM","BNL12806",20170303,"PHL-COW","Phlebotaenia","(Polygala) cowellii","Upper","Sunlit","Chem",18.387864,-66.028765,498,23.4,21.28,59.31,2.79,119.1
"FLMM","BNL12873T",20170305,"MAM-AME","Mammea","americana","Lower","Shaded","Chem",18.387864,-66.028765,361.8,23.1,15.66,35.66,2.28,98.56
"FLMM","BNL12813",20170304,"BYR-SPI","Byrsonima","spicata","Lower","Shaded","Chem",18.387864,-66.028765,510.2,21.2,24.07,41.67,1.73,81.67
"FLMM","BNL12874T",20170305,"MAM-AME","Mammea","americana","Lower","Shaded","Chem",18.387864,-66.028765,NA,NA,NA,NA,NA,88.32
"FLMM","BNL12814",20170304,"BYR-SPI","Byrsonima","spicata","Upper","Sunlit","Chem",18.387864,-66.028765,535.5,21,25.5,49.37,1.94,92.19
"FLMM","BNL12875T",20170305,"BUR-SIM","Bursera","simaruba","Upper","Sunlit","Chem",18.387864,-66.028765,NA,NA,NA,NA,NA,90.46
"FLMM","BNL12815",20170304,"BYR-SPI","Byrsonima","spicata","Upper","Sunlit","Chem",18.387864,-66.028765,529,22.9,23.1,63.45,2.75,119.94
"FLMM","BNL12876T",20170305,"BUR-SIM","Bursera","simaruba","Upper","Sunlit","Chem",18.387864,-66.028765,442.4,14.7,30.1,36.96,1.23,83.55
"FLMM","BNL12816",20170304,"HYM-COU","Hymenaea","courbaril","Upper","Sunlit","Chem",18.387864,-66.028765,519.6,22.7,22.89,34.61,1.51,66.61
"FLMM","BNL12877T",20170305,"ZAN-MAR","Zanthoxylum","martinicense","Upper","Sunlit","Chem",18.387864,-66.028765,450.5,24.9,18.09,39.42,2.18,87.5
"FLMM","BNL12817",20170304,"THE-GRA","Thespesia","grandiflora","Lower","Shaded","Chem",18.387864,-66.028765,451,26.2,17.21,28.95,1.68,64.19
"FLMM","BNL12878T",20170305,"CAL-CAN","Calycophyllum","candidissimum","Upper","Sunlit","Chem",18.387864,-66.028765,453.7,21.9,20.72,43.98,2.12,96.93
"FLMM","BNL12818",20170304,"THE-GRA","Thespesia","grandiflora","Lower","Shaded","Chem",18.387864,-66.028765,472.9,26.4,17.91,26.42,1.47,55.87
"FLMM","BNL12879T",20170305,"CAL-CAN","Calycophyllum","candidissimum","Upper","Sunlit","Chem",18.387864,-66.028765,496.6,18.7,26.56,38.68,1.46,77.89
"FLMM","BNL12819",20170304,"BAN-VAN","Banara","vanderbiltii","Upper","Sunlit","Chem",18.387864,-66.028765,464.1,16.9,27.46,55.45,2.02,119.49
"FLMM","BNL12880T",20170305,"ANA-OCC","Anacardium","occidentale","Upper","Sunlit","Chem",18.387864,-66.028765,NA,NA,NA,NA,NA,80.09
"FLMM","BNL12820",20170304,"BAN-VAN","Banara","vanderbiltii","Upper","Sunlit","Chem",18.387864,-66.028765,NA,NA,NA,NA,NA,102.94
NA,"BNL12888T",NA,NA,NA,NA,NA,NA,NA,NA,NA,470.1,28.3,16.61,51.29,3.09,NA
"FLMM","BNL12821",20170304,"HIE-CLU","Hieronyma","clusioides","Lower","Shaded","Chem",18.387864,-66.028765,NA,NA,NA,NA,NA,81.87
"FLMM","BNL12889T",20170305,"ANA-OCC","Anacardium","occidentale","Upper","Sunlit","Chem",18.387864,-66.028765,NA,NA,NA,NA,NA,100.57
"FLMM","BNL12822",20170304,"HIE-CLU","Hieronyma","clusioides","Lower","Shaded","Chem",18.387864,-66.028765,462.7,22.3,20.75,27.71,1.34,59.89
"FLMM","BNL12891T",20170305,"MAM-AME","Mammea","americana","Upper","Sunlit","Chem",18.387864,-66.028765,NA,NA,NA,NA,NA,244.45
"FLMM","BNL12823",20170304,"HIE-CLU","Hieronyma","clusioides","Lower","Shaded","Chem",18.387864,-66.028765,NA,NA,NA,NA,NA,66.98
"FLMM","BNL12892T",20170305,"MAM-AME","Mammea","americana","Upper","Sunlit","Chem",18.387864,-66.028765,480.7,11.7,41.09,126.54,3.08,263.24
"FLMM","BNL12824",20170304,"HIE-CLU","Hieronyma","clusioides","Upper","Sunlit","Chem",18.387864,-66.028765,501.9,25.5,19.68,37.85,1.92,75.41
"FLMM","BNL12894T",20170305,"CLU-ROS","Clusia","rosea","Upper","Sunlit","Chem",18.387864,-66.028765,NA,NA,NA,NA,NA,122.37
"FLMM","BNL12825",20170304,"HIE-CLU","Hieronyma","clusioides","Upper","Sunlit","Chem",18.387864,-66.028765,478.2,21.7,22.04,44.74,2.03,93.56
"FLMM","BNL12895T",20170305,"CLU-ROS","Clusia","rosea","Upper","Sunlit","Chem",18.387864,-66.028765,NA,NA,NA,NA,NA,NA
"FLMM","BNL12826",20170304,"HIE-CLU","Hieronyma","clusioides","Upper","Sunlit","Chem",18.387864,-66.028765,475.8,21.6,22.03,48.52,2.2,101.98
"FLMM","BNL12896T",20170305,"MAM-AME","Mammea","americana","Upper","Sunlit","Chem",18.387864,-66.028765,477.8,14.3,33.41,139.63,4.18,292.24
"FLMM","BNL12827",20170304,"BAN-VAN","Banara","vanderbiltii","Lower","Shaded","Chem",18.387864,-66.028765,474.5,17.5,27.11,40.3,1.49,84.94
"FLMM","BNL12897T",20170305,"CLU-ROS","Clusia","rosea","Upper","Sunlit","Chem",18.387864,-66.028765,NA,NA,NA,NA,NA,158.12
"FLMM","BNL12828",20170304,"BAN-VAN","Banara","vanderbiltii","Lower","Shaded","Chem",18.387864,-66.028765,467.7,20.4,22.93,41.91,1.83,89.6
"FLMM","BNL12898T",20170305,"MAM-AME","Mammea","americana","Upper","Sunlit","Chem",18.387864,-66.028765,491.3,13.3,36.94,168.9,4.57,343.79
"FLMM","BNL12829",20170304,"GOE-ELE","Goetzea","elegans","Upper","Sunlit","Chem",18.387864,-66.028765,479.6,24.7,19.42,38.2,1.97,79.66
"FLMM","BNL12601T",20170306,"GUA-OFF","Guaiacum","officinale","Upper","Sunlit","Chem",18.387864,-66.028765,NA,NA,NA,NA,NA,187.02
"FLMM","BNL12830",20170304,"GOE-ELE","Goetzea","elegans","Upper","Sunlit","Chem",18.387864,-66.028765,468.6,30,15.62,42.07,2.69,89.78
"FLMM","BNL12603T",20170306,"QUA-CYN","Quadrella","cynophallophora","Upper","Sunlit","Chem",18.387864,-66.028765,494,15.6,31.67,88.73,2.8,179.61
"FLMM","BNL12831",20170304,"GOE-ELE","Goetzea","elegans","Upper","Sunlit","Chem",18.387864,-66.028765,435.7,28,15.56,48.01,3.09,110.2
"FLMM","BNL12604T",20170306,"COC-DIV","Coccoloba","diversifolia","Upper","Sunlit","Chem",18.387864,-66.028765,NA,NA,NA,NA,NA,131.55
"FLMM","BNL12832",20170304,"COR-OBO","Cornutia","obovata","Upper","Sunlit","Chem",18.387864,-66.028765,NA,NA,NA,NA,NA,155.2
"FLMM","BNL12605T",20170306,"COC-DIV","Coccoloba","diversifolia","Upper","Sunlit","Chem",18.387864,-66.028765,483.8,21,23.04,65.94,2.86,136.29
"FLMM","BNL12833",20170304,"ACR-MED","Acrocomia","media","Upper","Sunlit","Chem",18.387864,-66.028765,NA,NA,NA,NA,NA,118.66
"FLMM","BNL12606T",20170306,"PET-DOM","Petitia","domingensis","Upper","Sunlit","Chem",18.387864,-66.028765,519.6,21.2,24.51,51.19,2.09,98.51
"CAM II","BNL12835",20170304,"COC-DIV","Coccoloba","diversifolia","Mid","Part_Sun","Chem",18.449981,-66.600623,466.3,16.9,27.59,45.77,1.66,98.15
"FLMM","BNL12607T",20170306,"PET-DOM","Petitia","domingensis","Upper","Sunlit","Chem",18.387864,-66.028765,512.3,19,26.96,54.42,2.02,106.22
"CAM II","BNL12836",20170304,"COC-DIV","Coccoloba","diversifolia","Mid","Part_Sun","Chem",18.449981,-66.600623,NA,NA,NA,NA,NA,99.73
"FLMM","BNL12608T",20170306,"PET-DOM","Petitia","domingensis","Upper","Sunlit","Chem",18.387864,-66.028765,501.3,19,26.38,57.89,2.19,115.48
