SampleID,Site,Latitude,Longitude,Sample_Type,Date,Species_Number,Species_ID,Full_Species_Name,Genus,Species,Leaf_Age,Canopy_Position,Light_Exposure
BNL12628,FLMM,18.387864,-66.028765,Chem,20170307,69,GUA-GUI,Guarea guidonia,Guarea,guidonia,Old,Mid,Part_Sun
BNL12628T,FLMM,18.387864,-66.028765,Chem,20170307,69,GUA-GUI,Guarea guidonia,Guarea,guidonia,Old,Mid,Part_Sun
BNL12629,FLMM,18.387864,-66.028765,Chem,20170307,69,GUA-GUI,Guarea guidonia,Guarea,guidonia,Senescent ,Upper,Sunlit
BNL12629T,FLMM,18.387864,-66.028765,Chem,20170307,69,GUA-GUI,Guarea guidonia,Guarea,guidonia,Senescent ,Upper,Sunlit
BNL12630,FLMM,18.387864,-66.028765,Chem,20170307,79,SWI-MAH,Swietenia mahagoni,Swietenia,mahagoni,Old,Upper,Sunlit
BNL12630T,FLMM,18.387864,-66.028765,Chem,20170307,79,SWI-MAH,Swietenia mahagoni,Swietenia,mahagoni,Old,Upper,Sunlit
BNL12631,FLMM,18.387864,-66.028765,Chem,20170307,69,GUA-GUI,Guarea guidonia,Guarea,guidonia,Young,Upper,Sunlit
BNL12631T,FLMM,18.387864,-66.028765,Chem,20170307,69,GUA-GUI,Guarea guidonia,Guarea,guidonia,Young,Upper,Sunlit
BNL12632,FLMM,18.387864,-66.028765,Chem,20170307,69,GUA-GUI,Guarea guidonia,Guarea,guidonia,Mature,Upper,Sunlit
BNL12632T,FLMM,18.387864,-66.028765,Chem,20170307,69,GUA-GUI,Guarea guidonia,Guarea,guidonia,Mature,Upper,Sunlit
BNL12633,FLMM,18.387864,-66.028765,Chem,20170307,111,FIC-TRY,Ficus trigonata,Ficus,trigonata,Old,Lower,Shaded
BNL12633T,FLMM,18.387864,-66.028765,Chem,20170307,111,FIC-TRY,Ficus trigonata,Ficus,trigonata,Old,Lower,Shaded
BNL12634,FLMM,18.387864,-66.028765,Chem,20170307,111,FIC-TRY,Ficus trigonata,Ficus,trigonata,Old-epiphyll,Lower,Shaded
BNL12634T,FLMM,18.387864,-66.028765,Chem,20170307,111,FIC-TRY,Ficus trigonata,Ficus,trigonata,Old-epiphyll,Lower,Shaded
BNL12635,FLMM,18.387864,-66.028765,Chem,20170307,-9999,TER-CAT,Terminalia catappa,Terminalia,catappa,Mature-Old,Upper,Sunlit
BNL12635T,FLMM,18.387864,-66.028765,Chem,20170307,-9999,TER-CAT,Terminalia catappa,Terminalia,catappa,Mature-Old,Upper,Sunlit
BNL12636,FLMM,18.387864,-66.028765,Chem,20170307,95,GUA-ULM,Guazuma ulmifolia,Guazuma,ulmifolia,Mature-Old,Upper,Sunlit
BNL12636T,FLMM,18.387864,-66.028765,Chem,20170307,95,GUA-ULM,Guazuma ulmifolia,Guazuma,ulmifolia,Mature-Old,Upper,Sunlit
BNL12637,FLMM,18.387864,-66.028765,Chem,20170307,98,DEN-ARB,Dendropanax arboreus,Dendropanax,arboreus,Old,Lower,Shaded
BNL12637T,FLMM,18.387864,-66.028765,Chem,20170307,98,DEN-ARB,Dendropanax arboreus,Dendropanax,arboreus,Old,Lower,Shaded
BNL12638,FLMM,18.387864,-66.028765,Chem,20170307,98,DEN-ARB,Dendropanax arboreus,Dendropanax,arboreus,Senescent ,Lower,Shaded
BNL12638T,FLMM,18.387864,-66.028765,Chem,20170307,98,DEN-ARB,Dendropanax arboreus,Dendropanax,arboreus,Senescent ,Lower,Shaded
BNL12639,FLMM,18.387864,-66.028765,Chem,20170307,98,DEN-ARB,Dendropanax arboreus,Dendropanax,arboreus,Young,Upper,Sunlit
BNL12639T,FLMM,18.387864,-66.028765,Chem,20170307,98,DEN-ARB,Dendropanax arboreus,Dendropanax,arboreus,Young,Upper,Sunlit
BNL12640,FLMM,18.387864,-66.028765,Chem,20170307,98,DEN-ARB,Dendropanax arboreus,Dendropanax,arboreus,Old,Upper,Sunlit
BNL12640T,FLMM,18.387864,-66.028765,Chem,20170307,98,DEN-ARB,Dendropanax arboreus,Dendropanax,arboreus,Old,Upper,Sunlit
BNL12641,FLMM,18.387864,-66.028765,Chem,20170307,167,TET-BAL,Tetragastris balsamifera,Tetragastris,balsamifera,Old,Lower,Shaded
BNL12641T,FLMM,18.387864,-66.028765,Chem,20170307,167,TET-BAL,Tetragastris balsamifera,Tetragastris,balsamifera,Old,Lower,Shaded
BNL12642,FLMM,18.387864,-66.028765,Chem,20170307,167,TET-BAL,Tetragastris balsamifera,Tetragastris,balsamifera,Old-epiphyll,Lower,Shaded
BNL12642T,FLMM,18.387864,-66.028765,Chem,20170307,167,TET-BAL,Tetragastris balsamifera,Tetragastris,balsamifera,Old-epiphyll,Lower,Shaded
BNL12643,FLMM,18.387864,-66.028765,Chem,20170307,11,BUC-TET,Buchenavia tetraphylla,Buchenavia,tetraphylla,Senescent ,Lower,Shaded
BNL12643T,FLMM,18.387864,-66.028765,Chem,20170307,11,BUC-TET,Buchenavia tetraphylla,Buchenavia,tetraphylla,Senescent ,Lower,Shaded
BNL12644,FLMM,18.387864,-66.028765,Chem,20170307,11,BUC-TET,Buchenavia tetraphylla,Buchenavia,tetraphylla,Mature,Upper,Sunlit
BNL12644T,FLMM,18.387864,-66.028765,Chem,20170307,11,BUC-TET,Buchenavia tetraphylla,Buchenavia,tetraphylla,Mature,Upper,Sunlit
BNL12645,FLMM,18.387864,-66.028765,Chem,20170307,-9999,DEL-REG,Delonix regia,Delonix,regia,Old,Upper,Sunlit
BNL12645T,FLMM,18.387864,-66.028765,Chem,20170307,-9999,DEL-REG,Delonix regia,Delonix,regia,Old,Upper,Sunlit
BNL12646,FLMM,18.387864,-66.028765,Chem,20170307,95,GUA-ULM,Guazuma ulmifolia,Guazuma,ulmifolia,Mature,Lower,Shaded
BNL12646T,FLMM,18.387864,-66.028765,Chem,20170307,95,GUA-ULM,Guazuma ulmifolia,Guazuma,ulmifolia,Mature,Lower,Shaded
BNL12647,FLMM,18.387864,-66.028765,Chem,20170307,-9999,SPA-CAM,Spathodea campanulata P. Beauv,Spathodea,campanulata P. Beauv,Senescent ,Upper,Sunlit
BNL12647T,FLMM,18.387864,-66.028765,Chem,20170307,-9999,SPA-CAM,Spathodea campanulata P. Beauv,Spathodea,campanulata P. Beauv,Senescent ,Upper,Sunlit
BNL12648,FLMM,18.387864,-66.028765,Chem,20170307,98,DEN-ARB,Dendropanax arboreus,Dendropanax,arboreus,Young,Upper,Sunlit
BNL12648T,FLMM,18.387864,-66.028765,Chem,20170307,98,DEN-ARB,Dendropanax arboreus,Dendropanax,arboreus,Young,Upper,Sunlit
BNL12649,FLMM,18.387864,-66.028765,Chem,20170307,98,DEN-ARB,Dendropanax arboreus,Dendropanax,arboreus,Old,Upper,Sunlit
BNL12649T,FLMM,18.387864,-66.028765,Chem,20170307,98,DEN-ARB,Dendropanax arboreus,Dendropanax,arboreus,Old,Upper,Sunlit
BNL12650,FLMM,18.387864,-66.028765,Chem,20170308,-9999,SPA-CAM,Spathodea campanulata P. Beauv,Spathodea,campanulata P. Beauv,Old-epiphyll,Lower,Shaded
BNL12650T,FLMM,18.387864,-66.028765,Chem,20170308,-9999,SPA-CAM,Spathodea campanulata P. Beauv,Spathodea,campanulata P. Beauv,Old-epiphyll,Lower,Shaded
BNL12651,FLMM,18.387864,-66.028765,Chem,20170307,167,TET-BAL,Tetragastris balsamifera,Tetragastris,balsamifera,Young,Upper,Sunlit
BNL12651T,FLMM,18.387864,-66.028765,Chem,20170307,167,TET-BAL,Tetragastris balsamifera,Tetragastris,balsamifera,Young,Upper,Sunlit
BNL12652,FLMM+IITF,18.38923,-66.05525,Chem,20170308,27,MAN-BID,Manilkara bidentata,Manilkara,bidentata,Young ,Upper,Sunlit
BNL12652T,FLMM+IITF,18.38923,-66.05525,Chem,20170308,27,MAN-BID,Manilkara bidentata,Manilkara,bidentata,Young ,Upper,Sunlit
BNL12653,FLMM+IITF,18.38923,-66.05525,Chem,20170308,112,CEI-PEN,Ceiba pentandra,Ceiba,pentandra,Senescent ,Upper,Sunlit
BNL12653T,FLMM+IITF,18.38923,-66.05525,Chem,20170308,112,CEI-PEN,Ceiba pentandra,Ceiba,pentandra,Senescent ,Upper,Sunlit
BNL12654,FLMM+IITF,18.38923,-66.05525,Chem,20170308,112,CEI-PEN,Ceiba pentandra,Ceiba,pentandra,Mature,Upper,Sunlit
BNL12654T,FLMM+IITF,18.38923,-66.05525,Chem,20170308,112,CEI-PEN,Ceiba pentandra,Ceiba,pentandra,Mature,Upper,Sunlit
BNL12655,FLMM+IITF,18.38923,-66.05525,Chem,20170308,27,MAN-BID,Manilkara bidentata,Manilkara,bidentata,Senescent ,Upper,Sunlit
BNL12655T,FLMM+IITF,18.38923,-66.05525,Chem,20170308,27,MAN-BID,Manilkara bidentata,Manilkara,bidentata,Senescent ,Upper,Sunlit
BNL12656,FLMM+IITF,18.38923,-66.05525,Chem,20170308,27,MAN-BID,Manilkara bidentata,Manilkara,bidentata,Old,Upper,Sunlit
BNL12656T,FLMM+IITF,18.38923,-66.05525,Chem,20170308,27,MAN-BID,Manilkara bidentata,Manilkara,bidentata,Old,Upper,Sunlit
BNL12657,FLMM+IITF,18.38923,-66.05525,Chem,20170308,79,SWI-MAH,Swietenia mahagoni,Swietenia,mahagoni,Old,Lower,Shaded
BNL12657T,FLMM+IITF,18.38923,-66.05525,Chem,20170308,79,SWI-MAH,Swietenia mahagoni,Swietenia,mahagoni,Old,Lower,Shaded
BNL12658,FLMM+IITF,18.38923,-66.05525,Chem,20170308,112,CEI-PEN,Ceiba pentandra,Ceiba,pentandra,Young,Mid,Part_Sun
BNL12658T,FLMM+IITF,18.38923,-66.05525,Chem,20170308,112,CEI-PEN,Ceiba pentandra,Ceiba,pentandra,Young,Mid,Part_Sun
BNL12659,FLMM+IITF,18.38923,-66.05525,Chem,20170308,26-1,FIC-CIT,Ficus citrifolia,Ficus,citrifolia,Young-Mature,Upper,Sunlit
BNL12659T,FLMM+IITF,18.38923,-66.05525,Chem,20170308,26-1,FIC-CIT,Ficus citrifolia,Ficus,citrifolia,Young-Mature,Upper,Sunlit
BNL12660,FLMM+IITF,18.38923,-66.05525,Chem,20170308,26-1,FIC-CIT,Ficus citrifolia,Ficus,citrifolia,Mature,Upper,Sunlit
BNL12660T,FLMM+IITF,18.38923,-66.05525,Chem,20170308,26-1,FIC-CIT,Ficus citrifolia,Ficus,citrifolia,Mature,Upper,Sunlit
BNL12661,FLMM+IITF,18.38923,-66.05525,Chem,20170308,26-1,FIC-CIT,Ficus citrifolia,Ficus,citrifolia,Old,Upper,Sunlit
BNL12661T,FLMM+IITF,18.38923,-66.05525,Chem,20170308,26-1,FIC-CIT,Ficus citrifolia,Ficus,citrifolia,Old,Upper,Sunlit
BNL12662,FLMM+IITF,18.38923,-66.05525,Chem,20170308,4,COR-ALL,Cordia alliodora,Cordia,alliodora,Senescent ,Lower,Shaded
BNL12662T,FLMM+IITF,18.38923,-66.05525,Chem,20170308,4,COR-ALL,Cordia alliodora,Cordia,alliodora,Senescent ,Lower,Shaded
BNL12663,FLMM+IITF,18.38923,-66.05525,Chem,20170308,167,TET-BAL,Tetragastris balsamifera,Tetragastris,balsamifera,Old,Upper,Sunlit
BNL12663T,FLMM+IITF,18.38923,-66.05525,Chem,20170308,167,TET-BAL,Tetragastris balsamifera,Tetragastris,balsamifera,Old,Upper,Sunlit
BNL12664,FLMM+IITF,18.38923,-66.05525,Chem,20170308,4,COR-ALL,Cordia alliodora,Cordia,alliodora,-9999,Upper,Sunlit
BNL12664T,FLMM+IITF,18.38923,-66.05525,Chem,20170308,4,COR-ALL,Cordia alliodora,Cordia,alliodora,-9999,Upper,Sunlit
BNL12665,FLMM+IITF,18.38923,-66.05525,Chem,20170308,-9999,OCO-LEU,Ocotea leucoxylon (Sw.) De Laness.,Ocotea,leucoxylon (Sw.) De Laness.,Old,Upper,Sunlit
BNL12665T,FLMM+IITF,18.38923,-66.05525,Chem,20170308,-9999,OCO-LEU,Ocotea leucoxylon (Sw.) De Laness.,Ocotea,leucoxylon (Sw.) De Laness.,Old,Upper,Sunlit
BNL12666,FLMM+IITF,18.38923,-66.05525,Chem,20170308,-9999,CIN-ELO,Cinnamomum elongatum (Vahl ex Nees) Kosterm.,Cinnamomum,elongatum (Vahl ex Nees) Kosterm.,Young,Upper,Sunlit
BNL12666T,FLMM+IITF,18.38923,-66.05525,Chem,20170308,-9999,CIN-ELO,Cinnamomum elongatum (Vahl ex Nees) Kosterm.,Cinnamomum,elongatum (Vahl ex Nees) Kosterm.,Young,Upper,Sunlit
BNL12667,FLMM+IITF,18.38923,-66.05525,Chem,20170308,-9999,CIN-ELO,Cinnamomum elongatum (Vahl ex Nees) Kosterm.,Cinnamomum,elongatum (Vahl ex Nees) Kosterm.,Mature-Old,Upper,Sunlit
BNL12667T,FLMM+IITF,18.38923,-66.05525,Chem,20170308,-9999,CIN-ELO,Cinnamomum elongatum (Vahl ex Nees) Kosterm.,Cinnamomum,elongatum (Vahl ex Nees) Kosterm.,Mature-Old,Upper,Sunlit
BNL12668,FLMM+IITF,18.38923,-66.05525,Chem,20170308,-9999,CIN-ELO,Cinnamomum elongatum (Vahl ex Nees) Kosterm.,Cinnamomum,elongatum (Vahl ex Nees) Kosterm.,Old-epiphyll,Upper,Sunlit
BNL12668T,FLMM+IITF,18.38923,-66.05525,Chem,20170308,-9999,CIN-ELO,Cinnamomum elongatum (Vahl ex Nees) Kosterm.,Cinnamomum,elongatum (Vahl ex Nees) Kosterm.,Old-epiphyll,Upper,Sunlit
BNL12669,FLMM+IITF,18.38923,-66.05525,GasEx / Fs,20170308,-9999,CEC-SCH,Cecropia schreberiana Miq.,Cecropia,schreberiana Miq.,Mature,Upper,Sunlit
BNL12669T,FLMM+IITF,18.38923,-66.05525,GasEx / Fs,20170308,-9999,CEC-SCH,Cecropia schreberiana Miq.,Cecropia,schreberiana Miq.,Mature,Upper,Sunlit
BNL12670,FLMM+IITF,18.38923,-66.05525,Chem,20170308,-9999,CEC-SCH,Cecropia schreberiana Miq.,Cecropia,schreberiana Miq.,Old,Upper,Sunlit
BNL12670T,FLMM+IITF,18.38923,-66.05525,Chem,20170308,-9999,CEC-SCH,Cecropia schreberiana Miq.,Cecropia,schreberiana Miq.,Old,Upper,Sunlit
BNL12671,FLMM+IITF,18.38923,-66.05525,Chem,20170308,-9999,CIN-ELO,Cinnamomum elongatum (Vahl ex Nees) Kosterm.,Cinnamomum,elongatum (Vahl ex Nees) Kosterm.,Old,Lower,Shaded
BNL12671T,FLMM+IITF,18.38923,-66.05525,Chem,20170308,-9999,CIN-ELO,Cinnamomum elongatum (Vahl ex Nees) Kosterm.,Cinnamomum,elongatum (Vahl ex Nees) Kosterm.,Old,Lower,Shaded
BNL12672,FLMM+IITF,18.38923,-66.05525,Chem,20170308,-9999,ALB-PRO,Albizia procera (Roxb.) Benth.,Albizia,procera (Roxb.) Benth.,Mature,Upper,Sunlit
BNL12672T,FLMM+IITF,18.38923,-66.05525,Chem,20170308,-9999,ALB-PRO,Albizia procera (Roxb.) Benth.,Albizia,procera (Roxb.) Benth.,Mature,Upper,Sunlit
BNL12673,FLMM+IITF,18.38923,-66.05525,Chem,20170308,-9999,ALB-PRO,Albizia procera (Roxb.) Benth.,Albizia,procera (Roxb.) Benth.,Old,Upper,Sunlit
BNL12673T,FLMM+IITF,18.38923,-66.05525,Chem,20170308,-9999,ALB-PRO,Albizia procera (Roxb.) Benth.,Albizia,procera (Roxb.) Benth.,Old,Upper,Sunlit
BNL12674,FLMM+IITF,18.38923,-66.05525,Chem,20170308,-9999,CEC-SCH,Cecropia schreberiana Miq.,Cecropia,schreberiana Miq.,Young,Upper,Sunlit
BNL12674T,FLMM+IITF,18.38923,-66.05525,Chem,20170308,-9999,CEC-SCH,Cecropia schreberiana Miq.,Cecropia,schreberiana Miq.,Young,Upper,Sunlit
BNL12675,FLMM+IITF,18.38923,-66.05525,Chem,20170308,6-IITF parking lot,CLI-FAI,Clitorin fairchildan,Clitorin,fairchildan,Mature,Upper,Sunlit
BNL12675T,FLMM+IITF,18.38923,-66.05525,Chem,20170308,6-IITF parking lot,CLI-FAI,Clitorin fairchildan,Clitorin,fairchildan,Mature,Upper,Sunlit
BNL12676,FLMM+IITF,18.38923,-66.05525,Chem,20170308,6-IITF parking lot,CLI-FAI,Clitorin fairchildan,Clitorin,fairchildan,Old,Upper,Sunlit
BNL12676T,FLMM+IITF,18.38923,-66.05525,Chem,20170308,6-IITF parking lot,CLI-FAI,Clitorin fairchildan,Clitorin,fairchildan,Old,Upper,Sunlit
BNL12677,FLMM+IITF,18.38923,-66.05525,Chem,20170308,6-IITF parking lot,CLI-FAI,Clitorin fairchildan,Clitorin,fairchildan,Senescent ,Upper,Sunlit
BNL12677T,FLMM+IITF,18.38923,-66.05525,Chem,20170308,6-IITF parking lot,CLI-FAI,Clitorin fairchildan,Clitorin,fairchildan,Senescent ,Upper,Sunlit
BNL12678,FLMM+IITF,18.38923,-66.05525,Chem,20170308,5-IITF parking lot,CLI-FAI,Clitorin fairchildan,Clitorin,fairchildan,Young,Upper,Sunlit
BNL12678T,FLMM+IITF,18.38923,-66.05525,Chem,20170308,5-IITF parking lot,CLI-FAI,Clitorin fairchildan,Clitorin,fairchildan,Young,Upper,Sunlit
BNL12679,FLMM+IITF,18.38923,-66.05525,Chem,20170308,5-IITF parking lot,CLI-FAI,Clitorin fairchildan,Clitorin,fairchildan,Old,Upper,Sunlit
BNL12679T,FLMM+IITF,18.38923,-66.05525,Chem,20170308,5-IITF parking lot,CLI-FAI,Clitorin fairchildan,Clitorin,fairchildan,Old,Upper,Sunlit
BNL12680,FLMM+IITF,18.38923,-66.05525,Chem,20170308,Mocha-IITF parking lot,AND-INE,Andira inermis,Andira,inermis,Young,Upper,Sunlit
BNL12680T,FLMM+IITF,18.38923,-66.05525,Chem,20170308,Mocha-IITF parking lot,AND-INE,Andira inermis,Andira,inermis,Young,Upper,Sunlit
BNL12681,FLMM+IITF,18.38923,-66.05525,Chem,20170308,Mocha-IITF parking lot,AND-INE,Andira inermis,Andira,inermis,Mature,Upper,Sunlit
BNL12681T,FLMM+IITF,18.38923,-66.05525,Chem,20170308,Mocha-IITF parking lot,AND-INE,Andira inermis,Andira,inermis,Mature,Upper,Sunlit
BNL12682,FLMM+IITF,18.38923,-66.05525,Chem,20170308,Mocha-IITF parking lot,AND-INE,Andira inermis,Andira,inermis,Old,Upper,Sunlit
BNL12682T,FLMM+IITF,18.38923,-66.05525,Chem,20170308,Mocha-IITF parking lot,AND-INE,Andira inermis,Andira,inermis,Old,Upper,Sunlit
BNL12683,FLMM+IITF,18.38923,-66.05525,Chem,20170308,8-IITF parking lot,SWI-MAC,Swietenia macrophylla,Swietenia,macrophylla,Old,Upper,Sunlit
BNL12683T,FLMM+IITF,18.38923,-66.05525,Chem,20170308,8-IITF parking lot,SWI-MAC,Swietenia macrophylla,Swietenia,macrophylla,Old,Upper,Sunlit
BNL12684,FLMM+IITF,18.38923,-66.05525,Chem,20170308,8-IITF parking lot,SWI-MAC,Swietenia macrophylla,Swietenia,macrophylla,Senescent ,Upper,Sunlit
BNL12684T,FLMM+IITF,18.38923,-66.05525,Chem,20170308,8-IITF parking lot,SWI-MAC,Swietenia macrophylla,Swietenia,macrophylla,Senescent ,Upper,Sunlit
BNL12687,FLMM+IITF,18.38923,-66.05525,Chem,20170308,-9999,BUC-BUC,Bucida buceras,Bucida,buceras,Old,Upper,Sunlit
BNL12687T,FLMM+IITF,18.38923,-66.05525,Chem,20170308,-9999,BUC-BUC,Bucida buceras,Bucida,buceras,Old,Upper,Sunlit
BNL12688,FLMM+IITF,18.38923,-66.05525,Chem,20170308,-9999,BUC-BUC,Bucida buceras,Bucida,buceras,Young,Upper,Sunlit
BNL12688T,FLMM+IITF,18.38923,-66.05525,Chem,20170308,-9999,BUC-BUC,Bucida buceras,Bucida,buceras,Young,Upper,Sunlit
BNL12689,FLMM+IITF,18.38923,-66.05525,Chem,20170308,-9999,BUC-BUC,Bucida buceras,Bucida,buceras,Old,Upper,Sunlit
BNL12689T,FLMM+IITF,18.38923,-66.05525,Chem,20170308,-9999,BUC-BUC,Bucida buceras,Bucida,buceras,Old,Upper,Sunlit
BNL12690,FLMM+IITF,18.38923,-66.05525,Chem,20170308,-9999,PIM-RAC,Pimenta racemosa (Mill.) J.W. Moore,Pimenta,racemosa (Mill.) J.W. Moore,Mature,Upper,Sunlit
BNL12690T,FLMM+IITF,18.38923,-66.05525,Chem,20170308,-9999,PIM-RAC,Pimenta racemosa (Mill.) J.W. Moore,Pimenta,racemosa (Mill.) J.W. Moore,Mature,Upper,Sunlit
BNL12691,FLMM+IITF,18.38923,-66.05525,Chem,20170308,-9999,PIM-RAC,Pimenta racemosa (Mill.) J.W. Moore,Pimenta,racemosa (Mill.) J.W. Moore,Old,Upper,Sunlit
BNL12691T,FLMM+IITF,18.38923,-66.05525,Chem,20170308,-9999,PIM-RAC,Pimenta racemosa (Mill.) J.W. Moore,Pimenta,racemosa (Mill.) J.W. Moore,Old,Upper,Sunlit
BNL12692,FLMM+IITF,18.38923,-66.05525,Chem,20170308,3-1/IITF,BUC-BUC,Bucida buceras,Bucida,buceras,Mature,Upper,Sunlit
BNL12692T,FLMM+IITF,18.38923,-66.05525,Chem,20170308,3-1/IITF,BUC-BUC,Bucida buceras,Bucida,buceras,Mature,Upper,Sunlit
BNL12698,SB2,18.302924,-65.787412,Chem,20170309,3282,MAN-BID,Manilkara bidentata,Manilkara,bidentata,Old,Lower,Shaded
BNL12698T,SB2,18.302924,-65.787412,Chem,20170309,3282,MAN-BID,Manilkara bidentata,Manilkara,bidentata,Old,Lower,Shaded
BNL12699,SB2,18.302924,-65.787412,Chem,20170309,653,CAL-CAL,Calophyllum calaba,Calophyllum,calaba,Young,Mid,Part_Sun
BNL12699T,SB2,18.302924,-65.787412,Chem,20170309,653,CAL-CAL,Calophyllum calaba,Calophyllum,calaba,Young,Mid,Part_Sun
BNL12700,SB2,18.302924,-65.787412,Chem,20170309,653,CAL-CAL,Calophyllum calaba,Calophyllum,calaba,Mature,Mid,Part_Sun
BNL12701,FLMM,18.387864,-66.028765,Spectra,20170305,130,PTE-OFF,Pterocarpus officinalis,Pterocarpus,officinalis,Young,-9999,-9999
BNL12702,FLMM,18.387864,-66.028765,Spectra,20170305,130,PTE-OFF,Pterocarpus officinalis,Pterocarpus,officinalis,Old,-9999,-9999
BNL12703,FLMM,18.387864,-66.028765,Spectra,20170305,130,PTE-OFF,Pterocarpus officinalis,Pterocarpus,officinalis,Young,-9999,-9999
BNL12704,FLMM,18.387864,-66.028765,Spectra,20170305,130,PTE-OFF,Pterocarpus officinalis,Pterocarpus,officinalis,Old,-9999,-9999
BNL12705,FLMM,18.387864,-66.028765,Spectra,20170305,130,PTE-OFF,Pterocarpus officinalis,Pterocarpus,officinalis,Old,-9999,-9999
BNL12706,FLMM,18.387864,-66.028765,Spectra,20170305,15-5,ZAN-MAR,Zanthoxylum martinicense,Zanthoxylum,martinicense,Old,-9999,-9999
BNL12707,FLMM,18.387864,-66.028765,Spectra,20170305,15-5,ZAN-MAR,Zanthoxylum martinicense,Zanthoxylum,martinicense,Old,-9999,-9999
BNL12708,FLMM,18.387864,-66.028765,Spectra,20170305,15-5,ZAN-MAR,Zanthoxylum martinicense,Zanthoxylum,martinicense,Old,-9999,-9999
BNL12709,FLMM,18.387864,-66.028765,Spectra,20170305,15-5,ZAN-MAR,Zanthoxylum martinicense,Zanthoxylum,martinicense,Old,-9999,-9999
BNL12710,FLMM,18.387864,-66.028765,Spectra,20170305,15-5,ZAN-MAR,Zanthoxylum martinicense,Zanthoxylum,martinicense,Old,-9999,-9999
BNL12711,FLMM,18.387864,-66.028765,Spectra,20170305,65-3,MAM-AMA,Mammea americana,Mammea,americana,Old,-9999,-9999
BNL12712,FLMM,18.387864,-66.028765,GasEx / Fs,20170305,65-3,MAM-AMA,Mammea americana,Mammea,americana,Old,Upper,Sunlit
BNL12713,FLMM,18.387864,-66.028765,GasEx / Fs,20170305,65-3,MAM-AMA,Mammea americana,Mammea,americana,Young-Mature,Upper,Sunlit
BNL12714,FLMM,18.387864,-66.028765,GasEx / Fs,20170305,65-3,MAM-AMA,Mammea americana,Mammea,americana,Young-Mature,Upper,Sunlit
BNL12715,FLMM,18.387864,-66.028765,GasEx / Fs,20170305,49,TRI-HIR,Trichilia hirta,Trichilia,hirta,Mature,Upper,Sunlit
BNL12715T,FLMM,18.387864,-66.028765,GasEx / Fs,20170305,49,TRI-HIR,Trichilia hirta,Trichilia,hirta,Mature,Upper,Sunlit
BNL12716,FLMM,18.387864,-66.028765,GasEx / Fs,20170305,76,LYS-SAB,Lysiloma sabicu,Lysiloma,sabicu,Old,Upper,Sunlit
BNL12717,FLMM,18.387864,-66.028765,GasEx / Fs,20170305,65-3,MAM-AMA,Mammea americana,Mammea,americana,Old,Upper,Sunlit
BNL12718,FLMM,18.387864,-66.028765,GasEx / Fs,20170308,1,ROY-BOR,Roystonea borinquena,Roystonea,borinquena,Old,Upper,Sunlit
BNL12718T,FLMM,18.387864,-66.028765,GasEx / Fs,20170308,1,ROY-BOR,Roystonea borinquena,Roystonea,borinquena,Old,Upper,Sunlit
BNL12719,FLMM,18.387864,-66.028765,GasEx / Fs,20170306,32,COC-DIV,Coccoloba diversifolia,Coccoloba,diversifolia,Mature-Old,Upper,Sunlit
BNL12719T,FLMM,18.387864,-66.028765,GasEx / Fs,20170306,32,COC-DIV,Coccoloba diversifolia,Coccoloba,diversifolia,Mature-Old,Upper,Sunlit
BNL12720,FLMM,18.387864,-66.028765,GasEx / Fs,20170306,32,COC-DIV,Coccoloba diversifolia,Coccoloba,diversifolia,Mature,Upper,Sunlit
BNL12720T,FLMM,18.387864,-66.028765,GasEx / Fs,20170306,32,COC-DIV,Coccoloba diversifolia,Coccoloba,diversifolia,Mature,Upper,Sunlit
BNL12721,FLMM,18.387864,-66.028765,GasEx / Fs,20170306,32,COC-DIV,Coccoloba diversifolia,Coccoloba,diversifolia,Mature-Old,Upper,Sunlit
BNL12721T,FLMM,18.387864,-66.028765,GasEx / Fs,20170306,32,COC-DIV,Coccoloba diversifolia,Coccoloba,diversifolia,Mature-Old,Upper,Sunlit
BNL12722,FLMM,18.387864,-66.028765,GasEx / Fs,20170306,32,COC-DIV,Coccoloba diversifolia,Coccoloba,diversifolia,Mature-Old,Upper,Sunlit
BNL12722T,FLMM,18.387864,-66.028765,GasEx / Fs,20170306,32,COC-DIV,Coccoloba diversifolia,Coccoloba,diversifolia,Mature-Old,Upper,Sunlit
BNL12723,FLMM,18.387864,-66.028765,GasEx / Fs,20170306,32,COC-DIV,Coccoloba diversifolia,Coccoloba,diversifolia,Mature-Old,Upper,Sunlit
BNL12723T,FLMM,18.387864,-66.028765,GasEx / Fs,20170306,32,COC-DIV,Coccoloba diversifolia,Coccoloba,diversifolia,Mature-Old,Upper,Sunlit
BNL12724,FLMM,18.387864,-66.028765,GasEx / Fs,20170306,32,COC-DIV,Coccoloba diversifolia,Coccoloba,diversifolia,Mature-Old,Upper,Sunlit
BNL12724T,FLMM,18.387864,-66.028765,GasEx / Fs,20170306,32,COC-DIV,Coccoloba diversifolia,Coccoloba,diversifolia,Mature-Old,Upper,Sunlit
BNL12725,FLMM,18.387864,-66.028765,GasEx / Fs,20170306,13,BOU-SUC,Bourreria succculenta,Bourreria,succculenta,Mature-Old,Upper,Sunlit
BNL12725T,FLMM,18.387864,-66.028765,GasEx / Fs,20170306,13,BOU-SUC,Bourreria succculenta,Bourreria,succculenta,Mature-Old,Upper,Sunlit
